case_id,battery_id,source_record_id,manufacturer,model_name,canonical_model,vehicle_year,mileage_km,capacity_kwh,chemistry,battery_count,current_year,inspection_date,origin_type,origin_name,origin_region,origin_latitude,origin_longitude,flooded,leakage,overheated,swelling,impact,data_source,capacity_source,chemistry_source,location_source,is_demo,expected_grade,expected_recommended_path,expected_required_diagnostic_capability,expected_collection_route,expected_data_confidence,expected_soh_proxy_score,expected_reuse_score,expected_recycle_score
CASE_000116,BAT_000116,TS_096948,기아 주식회사,니로 플러스,Niro Plus,2023,100536,64.0,NCM,1,2026,2024-08-23,scrapyard,대구경북폐차장,경북,36.100064,128.317806,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,72.9,74.9,75.2
CASE_000117,BAT_000117,TS_098333,기아 주식회사,봉고Ⅲ 1톤 EV,Bongo III EV,2021,182554,58.8,NCM,1,2026,2024-08-26,scrapyard,인천권역폐차장,인천,37.472804,126.736706,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,60.0,63.0,71.0
CASE_000118,BAT_000118,TS_027369,기아 주식회사,EV6,EV6,2022,137814,77.4,NCM,1,2026,2024-03-22,scrapyard,인천권역폐차장,인천,37.491745,126.731079,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,63.2,67.7,77.1
CASE_000119,BAT_000119,SYN_LFP_0021,LFP Demo Manufacturer,LFP 시연용 EV,LFP Demo Vehicle,2021,64994,55.0,LFP,1,2026,2024-04-23,scrapyard,경기남부폐차장,경기,37.26904,127.023012,False,False,False,False,False,SYNTHETIC_LFP_DEMO_CASE_FROM_TS_TEMPLATE,synthetic_lfp_demo,synthetic_lfp_demo,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,LFP 전용 수거 루트,1.0,73.3,73.5,57.8
CASE_000120,BAT_000120,TS_119909,현대자동차(주),코나 일렉트릭 (KONA ELECTRIC),Kona Electric,2019,162859,64.0,NCM,1,2026,2024-10-08,scrapyard,인천권역폐차장,인천,37.468611,126.682348,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,54.0,60.8,79.0
CASE_000121,BAT_000121,TS_044274,기아 주식회사,니로 EV,Niro EV,2020,63890,64.0,NCM,1,2026,2024-05-11,scrapyard,대구경북폐차장,경북,36.12136,128.363795,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,70.5,73.1,75.7
CASE_000122,BAT_000122,TS_110041,기아 주식회사,니로 EV,Niro EV,2019,78378,64.0,NCM,1,2026,2024-09-20,scrapyard,부산권역폐차장,부산,35.212203,128.987179,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,64.9,68.9,76.8
CASE_000123,BAT_000123,TS_112752,현대자동차(주),아이오닉6 (IONIQ6),Ioniq 6,2023,125381,77.4,NCM,1,2026,2024-09-24,scrapyard,부산권역폐차장,부산,35.186945,128.929916,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,68.4,71.6,76.1
CASE_000124,BAT_000124,TS_063158,현대자동차(주),포터Ⅱ 일렉트릭 (PORTERⅡ ELECTRIC),Porter II Electric,2020,70247,58.8,NCM,1,2026,2024-06-21,scrapyard,대구경북폐차장,경북,36.130577,128.342221,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,69.4,70.1,69.1
CASE_000125,BAT_000125,TS_068349,현대자동차(주),코나 일렉트릭 (KONA ELECTRIC),Kona Electric,2019,189476,64.0,NCM,1,2026,2024-07-01,scrapyard,광주전남폐차장,전남,35.156095,126.861771,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,54.0,60.8,79.0
CASE_000126,BAT_000126,TS_104867,현대자동차(주),아이오닉 일렉트릭(IONIQ ELECTRIC),Ioniq Electric,2020,102361,38.3,NCM,1,2026,2024-09-06,scrapyard,대구경북폐차장,경북,36.192761,128.313111,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,63.6,63.5,63.5
CASE_000127,BAT_000127,TS_125200,기아 주식회사,니로 EV,Niro EV,2019,93009,64.0,NCM,2,2026,2024-10-16,scrapyard,인천권역폐차장,인천,37.511367,126.711845,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,62.3,67.0,77.3
CASE_000128,BAT_000128,TS_017477,현대자동차(주),포터Ⅱ 일렉트릭 (PORTERⅡ ELECTRIC),Porter II Electric,2020,128938,58.8,NCM,1,2026,2024-02-26,scrapyard,광주전남폐차장,전남,35.173005,126.801681,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,58.8,62.1,71.2
CASE_000129,BAT_000129,TS_089202,현대자동차(주),포터Ⅱ 일렉트릭 (PORTERⅡ ELECTRIC),Porter II Electric,2021,57699,58.8,NCM,1,2026,2024-08-08,scrapyard,부산권역폐차장,부산,35.185493,129.027367,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,74.6,73.9,68.1
CASE_000130,BAT_000130,TS_023643,기아 주식회사,봉고Ⅲ 1톤 EV,Bongo III EV,2021,66967,58.8,NCM,1,2026,2024-03-11,scrapyard,부산권역폐차장,부산,35.173266,129.024278,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,72.9,72.7,68.4
CASE_000131,BAT_000131,TS_017478,현대자동차(주),포터Ⅱ 일렉트릭 (PORTERⅡ ELECTRIC),Porter II Electric,2020,101484,58.8,NCM,1,2026,2024-02-26,scrapyard,대구경북폐차장,경북,36.16119,128.335762,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,63.7,65.8,70.3
CASE_000132,BAT_000132,TS_051429,기아 주식회사,봉고Ⅲ 1톤 EV,Bongo III EV,2020,299183,58.8,NCM,1,2026,2024-05-28,scrapyard,대구경북폐차장,경북,36.128696,128.357321,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,57.0,60.8,71.6
CASE_000133,BAT_000133,TS_068652,기아 주식회사,니로 EV,Niro EV,2022,180562,64.0,NCM,1,2026,2024-07-02,scrapyard,인천권역폐차장,인천,37.473105,126.620853,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,63.0,67.5,77.2
CASE_000134,BAT_000134,TS_032510,기아 주식회사,봉고Ⅲ 1톤 EV,Bongo III EV,2022,164866,58.8,NCM,1,2026,2024-04-15,scrapyard,대구경북폐차장,경북,36.058439,128.304128,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,63.0,65.2,70.4
CASE_000135,BAT_000135,TS_069879,기아 주식회사,봉고Ⅲ EV 파워게이트,Bongo III EV,2021,65600,58.8,NCM,2,2026,2024-07-03,scrapyard,광주전남폐차장,전남,35.19196,126.842318,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,73.2,72.9,68.4
CASE_000136,BAT_000136,TS_113169,현대자동차(주),코나 일렉트릭 (KONA ELECTRIC),Kona Electric,2019,179009,64.0,NCM,3,2026,2024-09-25,scrapyard,충남중부폐차장,충남,36.831005,127.076375,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,54.0,60.8,79.0
CASE_000137,BAT_000137,TS_014280,기아 주식회사,니로 EV,Niro EV,2020,62068,64.0,NCM,3,2026,2024-02-19,scrapyard,부산권역폐차장,부산,35.173335,129.005604,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,70.8,73.3,75.6
CASE_000138,BAT_000138,TS_158788,기아 주식회사,EV6,EV6,2022,153247,77.4,NCM,2,2026,2024-12-09,scrapyard,인천권역폐차장,인천,37.439797,126.775105,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,63.0,67.5,77.2
CASE_000139,BAT_000139,TS_083092,현대자동차(주),아이오닉5 (IONIQ5),Ioniq 5,2023,120339,72.6,NCM,1,2026,2024-07-29,scrapyard,충남중부폐차장,충남,36.82433,127.072718,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,69.3,72.2,75.9
CASE_000140,BAT_000140,TS_125067,현대자동차(주),아이오닉5 (IONIQ5),Ioniq 5,2023,207246,72.6,NCM,1,2026,2024-10-16,scrapyard,대구경북폐차장,경북,36.121336,128.315289,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,66.0,69.8,76.5
CASE_000141,BAT_000141,TS_015425,기아 주식회사,봉고Ⅲ 1톤 EV,Bongo III EV,2020,45860,58.8,NCM,1,2026,2024-02-21,scrapyard,대전권역폐차장,대전,36.340174,127.392741,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,73.7,73.3,68.3
CASE_000142,BAT_000142,SYN_LFP_0022,LFP Demo Manufacturer,LFP 시연용 EV,LFP Demo Vehicle,2022,93110,60.0,LFP,1,2026,2024-05-08,scrapyard,경기남부폐차장,경기,37.259978,127.084989,False,False,False,False,False,SYNTHETIC_LFP_DEMO_CASE_FROM_TS_TEMPLATE,synthetic_lfp_demo,synthetic_lfp_demo,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,LFP 전용 수거 루트,1.0,71.2,74.2,65.0
CASE_000143,BAT_000143,SYN_LFP_0023,LFP Demo Manufacturer,LFP 시연용 EV,LFP Demo Vehicle,2019,152337,64.0,LFP,1,2026,2024-11-16,scrapyard,경기남부폐차장,경기,37.254781,126.985817,False,False,False,False,False,SYNTHETIC_LFP_DEMO_CASE_FROM_TS_TEMPLATE,synthetic_lfp_demo,synthetic_lfp_demo,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,LFP 전용 수거 루트,1.0,54.0,61.2,68.5
CASE_000144,BAT_000144,TS_055406,현대자동차(주),아이오닉 일렉트릭(IONIQ ELECTRIC),Ioniq Electric,2019,75085,28.0,NCM,1,2026,2024-06-05,scrapyard,충남중부폐차장,충남,36.82044,127.122616,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,65.5,64.9,63.1
CASE_000145,BAT_000145,TS_006129,현대자동차(주),코나 일렉트릭 (KONA ELECTRIC),Kona Electric,2019,76417,64.0,NCM,1,2026,2024-01-22,scrapyard,대전권역폐차장,대전,36.401902,127.448245,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,65.2,69.2,76.7
CASE_000146,BAT_000146,TS_064597,현대자동차(주),코나 일렉트릭 (KONA ELECTRIC),Kona Electric,2019,81099,64.0,NCM,1,2026,2024-06-24,scrapyard,광주전남폐차장,전남,35.069667,126.794788,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,64.4,68.6,76.9
CASE_000147,BAT_000147,TS_040660,현대자동차(주),포터Ⅱ 일렉트릭 (PORTERⅡ ELECTRIC),Porter II Electric,2021,55785,58.8,NCM,1,2026,2024-05-03,scrapyard,인천권역폐차장,인천,37.44801,126.660363,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,75.0,74.2,68.0
CASE_000148,BAT_000148,SYN_LFP_0024,LFP Demo Manufacturer,LFP 시연용 EV,LFP Demo Vehicle,2019,117461,70.0,LFP,1,2026,2024-08-10,scrapyard,경기남부폐차장,경기,37.269778,127.013774,False,False,False,False,False,SYNTHETIC_LFP_DEMO_CASE_FROM_TS_TEMPLATE,synthetic_lfp_demo,synthetic_lfp_demo,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,LFP 전용 수거 루트,1.0,57.9,64.2,67.7
CASE_000149,BAT_000149,TS_020919,현대자동차(주),코나 일렉트릭 (KONA ELECTRIC),Kona Electric,2020,209118,64.0,NCM,1,2026,2024-03-05,scrapyard,광주전남폐차장,전남,35.16986,126.834379,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,57.0,63.0,78.3
CASE_000150,BAT_000150,TS_036430,현대자동차(주),아이오닉5 (IONIQ5),Ioniq 5,2022,162183,72.6,NCM,1,2026,2024-04-23,scrapyard,인천권역폐차장,인천,37.443283,126.733641,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,63.0,67.5,77.2
CASE_000151,BAT_000151,TS_140031,기아 주식회사,EV6,EV6,2022,94624,77.4,NCM,1,2026,2024-11-07,scrapyard,광주전남폐차장,전남,35.098015,126.861058,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,71.0,73.5,75.5
CASE_000152,BAT_000152,SYN_LFP_0025,LFP Demo Manufacturer,LFP 시연용 EV,LFP Demo Vehicle,2019,32922,77.0,LFP,1,2026,2024-07-17,scrapyard,경기남부폐차장,경기,37.27508,126.966476,False,False,False,False,False,SYNTHETIC_LFP_DEMO_CASE_FROM_TS_TEMPLATE,synthetic_lfp_demo,synthetic_lfp_demo,synthetic_scrapyard_region_jitter,True,Green,reuse_candidate,kolas,LFP 전용 수거 루트,1.0,73.1,75.6,64.6
CASE_000153,BAT_000153,TS_164523,기아 주식회사,EV6,EV6,2022,118932,77.4,NCM,1,2026,2024-12-19,scrapyard,대전권역폐차장,대전,36.410857,127.402539,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,66.6,70.2,76.4
CASE_000154,BAT_000154,TS_072306,현대자동차(주),아이오닉5 (IONIQ5),Ioniq 5,2022,204636,72.6,NCM,1,2026,2024-07-08,scrapyard,충남중부폐차장,충남,36.761415,127.093686,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,63.0,67.5,77.2
CASE_000155,BAT_000155,TS_069328,기아 주식회사,EV6,EV6,2022,143305,77.4,NCM,1,2026,2024-07-02,scrapyard,대구경북폐차장,경북,36.149734,128.389206,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,63.0,67.5,77.2
CASE_000156,BAT_000156,TS_103495,기아 주식회사,니로 EV,Niro EV,2019,96221,64.0,NCM,1,2026,2024-09-04,scrapyard,부산권역폐차장,부산,35.200702,128.958634,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,61.7,66.5,77.4
CASE_000157,BAT_000157,TS_130688,현대자동차(주),아이오닉5(IONIQ5),Ioniq 5,2022,225028,72.6,NCM,1,2026,2024-10-24,scrapyard,인천권역폐차장,인천,37.454154,126.682918,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,63.0,67.5,77.2
CASE_000158,BAT_000158,TS_145676,현대자동차(주),코나 일렉트릭 (KONA ELECTRIC),Kona Electric,2019,53142,64.0,NCM,1,2026,2024-11-16,scrapyard,대구경북폐차장,경북,36.082649,128.36354,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,69.4,72.3,75.9
CASE_000159,BAT_000159,TS_065405,한국지엠주식회사,CHEVROLET BOLT EV,Bolt EV,2018,105630,66.0,NCM,2,2026,2024-06-25,scrapyard,대구경북폐차장,경북,36.107794,128.371302,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,57.0,63.0,78.3
CASE_000160,BAT_000160,TS_032430,현대자동차(주),포터Ⅱ 일렉트릭 (PORTERⅡ ELECTRIC),Porter II Electric,2020,66464,58.8,NCM,1,2026,2024-04-15,scrapyard,광주전남폐차장,전남,35.205002,126.868283,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,70.0,70.5,69.0
CASE_000161,BAT_000161,TS_156315,기아 주식회사,EV6,EV6,2022,331217,77.4,NCM,1,2026,2024-12-04,scrapyard,대전권역폐차장,대전,36.370793,127.325504,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,63.0,67.5,77.2
CASE_000162,BAT_000162,TS_109834,현대자동차(주),포터Ⅱ 일렉트릭 파워게이트 (PORTERⅡ ELECTRIC),Porter II Electric,2021,70620,58.8,NCM,1,2026,2024-09-19,scrapyard,부산권역폐차장,부산,35.272831,128.999431,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,72.3,72.2,68.5
CASE_000163,BAT_000163,TS_136214,현대자동차(주),코나 일렉트릭 (KONA ELECTRIC),Kona Electric,2019,45338,64.0,NCM,1,2026,2024-11-01,scrapyard,충남중부폐차장,충남,36.856309,127.077699,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,70.8,73.3,75.6
CASE_000164,BAT_000164,TS_086163,현대자동차(주),코나 일렉트릭 (KONA ELECTRIC),Kona Electric,2019,132890,64.0,NCM,1,2026,2024-08-02,scrapyard,충남중부폐차장,충남,36.830468,127.122135,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,55.1,61.6,78.7
CASE_000165,BAT_000165,TS_129058,현대자동차(주),포터Ⅱ 일렉트릭 (PORTERⅡ ELECTRIC),Porter II Electric,2021,64428,58.8,NCM,1,2026,2024-10-22,scrapyard,충남중부폐차장,충남,36.876138,127.064069,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,73.4,73.1,68.3
CASE_000166,BAT_000166,TS_076953,현대자동차(주),코나 일렉트릭 (KONA ELECTRIC),Kona Electric,2019,57266,64.0,NCM,1,2026,2024-07-16,scrapyard,광주전남폐차장,전남,35.174865,126.868221,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,68.7,71.8,76.0
CASE_000167,BAT_000167,TS_114987,기아 주식회사,니로 EV,Niro EV,2019,89503,64.0,NCM,1,2026,2024-09-27,scrapyard,충남중부폐차장,충남,36.84408,127.085669,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,62.9,67.4,77.2
CASE_000168,BAT_000168,TS_071961,기아 주식회사,니로 EV,Niro EV,2020,91860,64.0,NCM,1,2026,2024-07-08,scrapyard,경기남부폐차장,경기,37.25322,126.983708,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,65.5,69.4,76.7
CASE_000169,BAT_000169,TS_121857,현대자동차(주),포터Ⅱ 일렉트릭 (PORTERⅡ ELECTRIC),Porter II Electric,2021,128933,58.8,NCM,1,2026,2024-10-11,scrapyard,충남중부폐차장,충남,36.817429,127.138884,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,61.8,64.3,70.6
CASE_000170,BAT_000170,TS_012934,현대자동차(주),아이오닉5 (IONIQ5),Ioniq 5,2022,132871,72.6,NCM,1,2026,2024-02-15,scrapyard,인천권역폐차장,인천,37.43189,126.713658,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,64.1,68.3,76.9
CASE_000171,BAT_000171,TS_124084,현대자동차(주),코나 일렉트릭 (KONA ELECTRIC),Kona Electric,2019,91813,64.0,NCM,1,2026,2024-10-15,scrapyard,인천권역폐차장,인천,37.490935,126.683711,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,62.5,67.1,77.2
CASE_000172,BAT_000172,TS_066105,현대자동차(주),코나 일렉트릭 (KONA ELECTRIC),Kona Electric,2020,60287,64.0,NCM,1,2026,2024-06-26,scrapyard,인천권역폐차장,인천,37.415059,126.755991,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,71.1,73.6,75.5
CASE_000173,BAT_000173,TS_139117,기아 주식회사,니로 플러스,Niro Plus,2023,116569,64.0,NCM,1,2026,2024-11-06,scrapyard,광주전남폐차장,전남,35.186882,126.837177,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,70.0,72.8,75.8
